logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
MOB2	0.0998519449759536	-0.180880754348979	0.380584644300886	4.57664465918905	0.702848363007145	0.483249479296517	0.559732812033947	-7.2679416214051
RNASE7	-0.343194405927923	-1.30808956379082	0.621700751934978	-3.04797534370978	-0.702842773282162	0.483252952966753	0.559732812033947	-6.25804986821345
SKA2	-0.112866498479952	-0.430414035456244	0.20468103849634	5.36914897730572	-0.702351337580454	0.483558403542931	0.560048067072943	-7.3596665566756
DYDC2	-0.314968859017777	-1.20122161875192	0.571283900716369	-1.01835454201426	-0.702276485583643	0.483604936891976	0.56006342639853	-6.46117332950811
MORC4	-0.0995780151910299	-0.380135750531193	0.180979720149133	5.11730015421518	-0.701357311525457	0.484176561250513	0.560686850270355	-7.34110708318503
PPFIBP2	-0.124179754377917	-0.474328987880849	0.225969479125015	5.1037149410641	-0.700802636426908	0.484521686632295	0.56104791573787	-7.33311578816059
ZNHIT6	-0.0745521565488714	-0.284954768778676	0.135850455680933	4.73053573817561	-0.700175957083398	0.484911775892886	0.561460993507012	-7.29937880670344
SNTG2	-0.317057021103163	-1.21228407632372	0.578170034117395	-4.22439239045895	-0.699845680714307	0.485117432244832	0.561660481255744	-6.18567466011787
WNT3A	-0.308979742206986	-1.18148248462897	0.563523000214998	-3.88845321996072	-0.699779662055994	0.485158546436641	0.561669450630536	-6.21112689010272
PCDH17	-0.135038154718218	-0.516614854345285	0.246538544908849	3.31669529076868	-0.699314861688249	0.485448062356738	0.561952496912178	-7.0387845180959
VPS13A	0.110630685358472	-0.201993540353158	0.423254911070101	4.98548713613779	0.69927996297054	0.48546980396227	0.561952496912178	-7.31717519074256
FSTL1	0.149762089381827	-0.273497393457951	0.573021572221606	8.41069797294214	0.699186934134206	0.485527762740507	0.561980941360858	-7.43728840275368
OGDH	0.0678441478755767	-0.123944335871874	0.259632631623028	7.00027345850784	0.699017384693915	0.485633405076436	0.562064570108061	-7.44254330917198
ZBTB10	-0.188127280328351	-0.720075892686986	0.343821332030284	4.52271893434266	-0.698843946016436	0.485741483705928	0.562151006890469	-7.26613305817625
SLC25A34	0.147710601574764	-0.270642897355465	0.566064100504993	-0.688287946421235	0.697696222750522	0.486457020805884	0.562940398131819	-6.47183117784148
CPA5	-0.305543443155107	-1.17191613084282	0.560829244532605	-4.25962620338109	-0.696893359222688	0.486957900331267	0.56348129073185	-6.17417722163647
RPL26L1	0.0833019201715151	-0.152927285237873	0.319531125580903	3.92784353828168	0.696818277499847	0.487004755675845	0.563496772909782	-7.16396541056298
C19orf24	-0.112693120621141	-0.432359832509869	0.206973591267588	4.72006703848898	-0.69662346937581	0.487126338701615	0.563598711895271	-7.29343328332416
NENF	-0.119958096193463	-0.460343012472127	0.220426820085202	6.20141124894963	-0.696397764738103	0.487267225466118	0.563722969503172	-7.42819164517296
SRXN1	0.106073669946497	-0.195262571194206	0.4074099110872	5.88581328090413	0.695591615948164	0.487770611842622	0.564266559627988	-7.40133478280447
RFPL1	0.272487840330218	-0.501975539851588	1.04695122051202	-4.13960915953106	0.69525536679352	0.487980660852199	0.564470757567693	-6.17904870446601
MED19	-0.0817206457793582	-0.314053434114084	0.150612142555367	3.89252435371827	-0.695055358308012	0.48810562605653	0.564576513667942	-7.15668762273793
BEAN	0.200978619584872	-0.37056904942924	0.772526288598984	0.270040277490547	0.694857119359891	0.488229502857801	0.564669094677069	-6.57241077494189
SNX12	-0.0846147059588533	-0.32525686028707	0.156027448369363	3.51708357019157	-0.694819907643793	0.488252757858061	0.564669094677069	-7.08374983112208
FER1L4	-0.232595738018005	-0.894395143126807	0.429203667090797	1.0786117418652	-0.694501983920048	0.488451464941095	0.564860092700842	-6.73292995861211
ZSCAN20	0.110325591045164	-0.203681089793461	0.424332271883788	1.99162493815212	0.694281327161015	0.488589404602213	0.564980796020406	-6.81788868935216
RBM41	0.0793476106925404	-0.146664576378479	0.305359797763559	3.08447157351947	0.693745383979539	0.488924528282438	0.565329481012384	-7.0109458605048
ZNF473	-0.0812556594835989	-0.312742947564648	0.15023162859745	4.00834935601948	-0.693624752446533	0.488999976065753	0.565377882898195	-7.18532777983724
COPG2	0.0809248329208403	-0.149773798321604	0.311623464163284	5.11276294486561	0.693162252097163	0.489289300975465	0.565673544184066	-7.34301227510704
ZNF114	-0.244339905343306	-0.941155939071027	0.452476128384415	-1.45555522117743	-0.692906087054817	0.489449589408364	0.565794229878401	-6.41415628308809
LRRC19	0.212123589301321	-0.392832767084571	0.817079945687213	-3.60305463215853	0.692887989417182	0.489460914601632	0.565794229878401	-6.23112054240119
PSME3	-0.0683738523336936	-0.263400090245169	0.126652385577782	7.00930196041497	-0.69277964186492	0.489528719634165	0.565833752496182	-7.44984244564531
FAM70B	0.136592157594445	-0.253186320715033	0.526370635903923	0.826237352695008	0.692478062816901	0.489717477851726	0.566013066786467	-6.63342967054228
CHRM5	-0.189189507292095	-0.729564013524053	0.351184998939863	-2.94603239670507	-0.691831456692268	0.49012232172457	0.566442090050785	-6.28170341501601
MAPK1IP1L	0.0563777907406946	-0.104744404148655	0.217499985630045	6.48937879906294	0.69143410027175	0.490371199083941	0.566690813825345	-7.43865824699463
PLIN3	0.0729354760162417	-0.135528764986259	0.281399717018742	6.45986820077634	0.691361774081077	0.490416506732531	0.566704267030185	-7.43684616393374
ADRB1	0.407770858381577	-0.758799297820018	1.57434101458317	-1.65983491640636	0.690722230881093	0.490817237821485	0.567125680298974	-6.40845192296781
MRPL30	0.0607881764096003	-0.113130102537541	0.234706455356741	5.53116852115316	0.69067223307513	0.490848573413874	0.567125680298974	-7.38877257924042
PDGFA	-0.112998255821859	-0.436322914738002	0.210326403094285	3.8649411808878	-0.690607073686428	0.490889412996527	0.567133938844924	-7.1520394979181
TSPAN12	-0.196056262711995	-0.757203951725018	0.365091426301028	3.13442869774934	-0.690401381130139	0.491018345859826	0.567243965126515	-7.00987343963034
ICAM3	0.111635298038157	-0.207927504531001	0.431198100607314	4.07368482370793	0.690308824805193	0.491076368304919	0.567272063387091	-7.1696932443808
CAPZB	-0.0608454274156038	-0.235066314121324	0.113375459290117	7.96698488326295	-0.690121943838403	0.491193533070758	0.567368471981066	-7.4497720209428
MLX	-0.0587767536508261	-0.227088564786007	0.109535057484355	5.7829075106847	-0.690063589176899	0.491230121552833	0.567371801571212	-7.40649770368459
DERL3	-0.213941675207121	-0.827380981381398	0.399497630967156	3.33804755241251	-0.689162920208765	0.491795030166402	0.567967764830783	-7.006736887939
CCBE1	0.252377659939077	-0.471300986228756	0.97605630610691	-1.10708770334362	0.689133340553197	0.491813588794243	0.567967764830783	-6.43162515003747
HMGN5	0.157254498407726	-0.293935781818063	0.608444778633515	2.84736937955065	0.688718030505875	0.4920741993404	0.568229745317758	-6.95011750577351
TPTE2P1	-0.190952259137923	-0.739013269413893	0.357108751138047	-2.19780904840844	-0.688484241660518	0.492220936719937	0.568360202209267	-6.35017541222294
MGC29506	0.326766892827861	-0.61145760825978	1.2649913939155	2.93742396374612	0.68822332728486	0.492384727405452	0.568510331052608	-6.94349779701759
SELK	0.0789300154296271	-0.147816865122249	0.305676895981503	4.74504366042644	0.687858292297493	0.492613930014005	0.568735959116992	-7.29769720046579
NDNL2	0.0650268782554484	-0.121815964596312	0.251869721107209	4.26812028430245	0.687724583974479	0.492697898876871	0.568793891488537	-7.22891034696796
SH2D1B	-0.219884407968939	-0.852031933966073	0.412263118028194	-2.20903921483184	-0.687343931150008	0.492936991382551	0.56903088574561	-6.33346710017767
SMAD6	-0.139542643006882	-0.54092707349733	0.261841787483565	1.83650958669069	-0.686980694247258	0.493165203286055	0.569203068982205	-6.78580079805624
CYP2S1	0.161007057139365	-0.302126289683515	0.624140403962244	1.96756448738994	0.68696873187263	0.493172719894126	0.569203068982205	-6.81221914590885
RRN3P3	0.0828069067910513	-0.155393592188877	0.321007405770979	1.28143692865119	0.686945061453809	0.493187593483364	0.569203068982205	-6.70782565818206
DDX56	0.0666995191315971	-0.125201655225988	0.258600693489183	6.27822274857939	0.686820391755739	0.493265935176579	0.569237018021926	-7.43362743316901
GPA33	0.192413944351489	-0.361204174685107	0.746032063388085	-2.43683804790279	0.68679062378978	0.493284642184152	0.569237018021926	-6.30578908460182
ZNF829	0.172488635838705	-0.323981581291182	0.668958852968592	0.495199602832572	0.686539291272508	0.49344260174188	0.569380265637584	-6.6234061774246
HDGFRP2	-0.0978548380049951	-0.379578633122766	0.183868957112776	5.47382731819126	-0.686367770980742	0.493550415950494	0.569465635183677	-7.38340283025764
PKNOX2	0.28555159057836	-0.53682724430052	1.10793042545724	-1.24420999537995	0.686136889678026	0.493695563411426	0.569594065723408	-6.44901433544551
RALA	-0.0642437484602016	-0.249364642146804	0.120877145226401	6.32604199155131	-0.685762204165	0.493931164948954	0.569807063137799	-7.43723419400812
FASTKD5	0.0760634055471465	-0.143124791334099	0.295251602428392	4.54256294356778	0.685735625175236	0.493947880075255	0.569807063137799	-7.26399421913257
RASSF5	-0.15456673939461	-0.600102173189332	0.290968694400113	4.39600519148844	-0.685538589301585	0.494071802502094	0.569910960838604	-7.2300848276289
MRPS31	-0.0740085162837127	-0.287596028036335	0.13957899546891	3.95291416672924	-0.68470571334817	0.494595811504583	0.570476311844364	-7.18246814805807
BTBD2	0.0795311635346394	-0.150118029412588	0.309180356481867	6.29419650768626	0.684337790312458	0.494827388072594	0.57070431130017	-7.43718206068702
C7orf51	-0.23965568128359	-0.932926062587945	0.453614700020765	-1.97772392735071	-0.683098282119896	0.495607984690149	0.571565443017901	-6.38213931182508
ERCC5	0.069080246622355	-0.130910152743303	0.269070645988013	5.88510027960331	0.682563156550715	0.495945192189028	0.571915148326226	-7.41167369092218
WDR41	0.0629861376738203	-0.119451446351554	0.245423721699195	4.95469503800732	0.68222680060987	0.496157208984343	0.572112635657303	-7.33529575170448
CTNNB1	0.0709999474688203	-0.134662424940442	0.276662319878083	8.98339779450355	0.682183634600189	0.496184421550583	0.572112635657303	-7.43921992226708
HSPBP1	-0.110044985022034	-0.42894564518372	0.208855675139652	5.08515255129644	-0.681887843181465	0.49637091498703	0.572288466573745	-7.35132239646831
TSPAN4	0.123371927384887	-0.234542118915966	0.48128597368574	5.0337502700489	0.681138953069871	0.496843251248951	0.572793811949428	-7.32695315607392
SGCB	-0.0993021267789054	-0.387506714513224	0.188902460955413	5.46575891510391	-0.68085678650815	0.497021280685826	0.572959814942097	-7.38772923839281
HOXA2	0.267466543401975	-0.509173027309013	1.04410611411296	-1.99841010130952	0.680531231545704	0.497226728139264	0.573157400175871	-6.3591117020838
CARNS1	0.153517966407719	-0.292790250944391	0.59982618375983	0.258739138181745	0.679708085686168	0.497746393256168	0.573717134872712	-6.58839331085974
RNF121	0.0826235411466749	-0.157764454362518	0.323011536655868	4.70923080486624	0.679186646702412	0.498075737033491	0.574057437965405	-7.30196541033193
STX7	-0.0820947674635946	-0.320966690253767	0.156777155326578	5.87700640930819	-0.679123067333702	0.498115902127358	0.574064424244134	-7.41915803745946
Entrezid:57714	0.168847360267794	-0.322595201701533	0.660289922237121	5.1934672998299	0.67892158968969	0.498243193410808	0.574171813150143	-7.33940996266815
EEF1D	-0.112676464377059	-0.440701920019894	0.215348991265776	8.51385026216128	-0.678771773546354	0.498337856874886	0.57424158986685	-7.44860715727727
CBWD1	0.106922003531435	-0.204554378013838	0.418398385076707	5.22394187942592	0.678328520930796	0.498617988929292	0.574525060418015	-7.35406835010035
NKX6-1	-0.325926692965163	-1.2764536655564	0.624600279626078	-1.56692405830156	-0.677569105158405	0.499098130024598	0.57500321632956	-6.42182652151937
PROL1	0.515505257980234	-0.987916446632096	2.01892696259256	-3.48255880674293	0.677564110430477	0.499101288765592	0.57500321632956	-6.23686625618919
MME	-0.248641701883634	-0.97400406117337	0.476720657406102	4.05452724612306	-0.677356129159077	0.499232828770986	0.57511539876143	-7.21972371225865
PTRF	-0.137055666331794	-0.537300353787868	0.263189021124279	7.82249574528769	-0.676658481418648	0.499674199450172	0.575546123499219	-7.46032178472162
CDKN1C	0.163202561797288	-0.313400108391242	0.639805231985819	3.20097231396905	0.676657049814668	0.499675105377389	0.575546123499219	-7.04737410677818
HCG26	-0.196653947451215	-0.771353585853452	0.378045690951021	0.837249165411743	-0.676176160497451	0.499979464730477	0.575857292494569	-6.64431332765169
ABCF3	-0.0651359753656076	-0.255504084428765	0.12523213369755	5.91850397796398	-0.676121638423044	0.500013978532936	0.575857642353921	-7.42626450144359
NLGN1	-0.313587426981111	-1.23045652413941	0.603281670177193	-2.52789860402062	-0.675848597636119	0.500186839217079	0.57601731302874	-6.33433284570675
IGSF10	0.237553597665966	-0.457107099573695	0.932214294905627	1.50807333042711	0.675751463000377	0.500248342365016	0.576047964345246	-6.7939562373038
MAP2K6	-0.151041064300292	-0.592754096076549	0.290671967475966	2.20132721848911	-0.675698469640944	0.500281898102724	0.576047964345246	-6.86364108551238
MMP19	0.100029758155443	-0.192543173790786	0.392602690101671	4.23347861850595	0.675605513907584	0.500340761186816	0.576076336050457	-7.22734337213805
H6PD	0.0963195940912085	-0.185885352708574	0.378524540890991	6.66105945402566	0.67444747317325	0.501074387297265	0.576881551287522	-7.45363967863288
NOP14	-0.0654124276841097	-0.25715455234643	0.126329696978211	5.77159656694471	-0.674125635473857	0.501278375694215	0.577055195776402	-7.41807621738918
SPAG16	-0.196148259720121	-0.771160162615765	0.378863643175524	3.49904717663923	-0.67407114239624	0.501312919102304	0.577055195776402	-7.1105732503121
C10orf11	-0.188980210404021	-0.742998483605606	0.365038062797564	0.915040011854699	-0.674047262664512	0.501328056973451	0.577055195776402	-6.6551340981486
AKAP13	0.0828527515423882	-0.160245400641326	0.325950903726102	7.09608582316446	0.673477961465662	0.501689021545234	0.577431199977499	-7.45903164214211
KIAA0146	-0.0771528697176391	-0.303630013473878	0.1493242740386	5.77483774959495	-0.67317164665179	0.501883297484867	0.577608589699048	-7.41755089363515
MED28	-0.0492732762506574	-0.193921363732042	0.0953748112307269	4.94866040752863	-0.67312675776931	0.50191177101693	0.577608589699048	-7.34021872947322
LOC100133331	0.112054840816529	-0.216944682474019	0.441054364107076	2.36420690269071	0.673028514848003	0.501974090639623	0.577640816771724	-6.88622580967606
DCK	0.092638504207744	-0.179473873436953	0.364750881852441	5.01633204527236	0.672730855437688	0.502162933787526	0.577818624953546	-7.33857551225629
MACC1	-0.216720377525466	-0.853616693042974	0.420175937992043	4.54256587132383	-0.672402195123665	0.502371488836629	0.577985102718788	-7.27087888638759
RNPEPL1	-0.0790109731627648	-0.311210474136169	0.153188527810639	6.11877462574293	-0.672394634704096	0.502376286929162	0.577985102718788	-7.43718946562343
ORC2L	-0.0599400282630906	-0.236171660376501	0.11629160385032	4.64570395899183	-0.672095814063999	0.502565948003505	0.578163791876913	-7.29658533851664
RING1	0.0782169287285015	-0.151770155754982	0.308204013211985	5.18167030252456	0.672040461854042	0.502601084177124	0.578164699648297	-7.35547325557178
SLC5A5	0.300706272344796	-0.583918957101788	1.18533150179138	-3.06775990985178	0.671709168488136	0.502811408191959	0.578367120001042	-6.28258875321834
CASP10	-0.144055539943676	-0.568074023534562	0.279962943647209	3.09803193974443	-0.671341178381969	0.503045084475835	0.578579975810813	-7.00645212441846
UPB1	0.198502364403574	-0.38580451437156	0.782809243178708	-3.0046014596356	0.671309503660902	0.503065200853505	0.578579975810813	-6.27441577823602
PPTC7	0.130981546372284	-0.254624779460603	0.51658787220517	4.1496577034242	0.671218741287136	0.503122845733653	0.578606740604945	-7.20245638869185
RPGRIP1L	0.0992821172843765	-0.193055363722171	0.391619598290924	3.59236287585977	0.671095984709348	0.503200816338425	0.578656875353512	-7.12242681837495
OAF	-0.103595086764781	-0.408848313277065	0.201658139747503	4.7283864653041	-0.670620779078338	0.503502710806545	0.578964487397129	-7.30293043531259
HIAT1	0.0724232692075182	-0.141016046518726	0.285862584933762	5.90607345409761	0.670504683349871	0.503576480207463	0.579009760336901	-7.42078486769462
HAS3	-0.213944757689972	-0.844958767138439	0.417069251758496	1.80983845587433	-0.669978333961549	0.503911004765423	0.579354821611663	-6.79816270432947
PPP1R1C	0.33687599434458	-0.656978556086162	1.33073054477532	-4.12173644372921	0.669800310290647	0.504024175596315	0.57944535909116	-6.19448297573652
PPP1R7	0.0637876486944657	-0.124585134789248	0.252160432178179	5.86872331268731	0.669139317487647	0.504444491612856	0.579888965875791	-7.42404287518491
LPHN3	-0.267910242945565	-1.05987729175053	0.524056805859399	-0.304783111655231	-0.668467529262368	0.504871863517144	0.580340622683972	-6.55061071622171
TRPC3	0.188352797617991	-0.368620260293587	0.745325855529569	-2.22922471723896	0.668245430686195	0.505013198481882	0.580463446230489	-6.34686784059071
NCRNA00086	-0.243695703318411	-0.964971481789914	0.477580075153092	0.0797946574474458	-0.667643514115515	0.505396340810785	0.58086416802321	-6.59441028490796
CHSY1	-0.0894949107722063	-0.354461340227996	0.175471518683583	6.43949998380567	-0.667429804417952	0.505532412185283	0.580980889896557	-7.45133721387082
PODNL1	0.204109697438682	-0.400428239953636	0.808647634831001	2.77282190324149	0.667172580733794	0.505696215241853	0.581102398110283	-6.94533596113494
AGAP6	-0.121292464647341	-0.480563443817257	0.237978514522576	2.37479963464963	-0.667128960106412	0.505723996167099	0.581102398110283	-6.9076510514686
TWIST2	-0.200413122444023	-0.794065994250932	0.393239749362885	-0.102465573222278	-0.667101153863509	0.505741705715894	0.581102398110283	-6.56976897792728
CD151	0.110142577835241	-0.216146383579379	0.43643153924986	8.24083648946269	0.667038599044724	0.505781547528878	0.581108510651396	-7.46109250226016
PFKFB4	0.0954219401608749	-0.187381134320798	0.378225014642548	3.60287299446501	0.666748775072045	0.505966161197557	0.58128094399662	-7.13855711262988
TMCO6	0.0801588760328835	-0.157570098981222	0.317887851046989	3.15899011579432	0.666296622187656	0.5062542475409	0.581572220627583	-7.04351405076397
GATC	0.10162114968132	-0.200480555885957	0.403722855248597	0.682140241163538	0.664705140284365	0.507268942973982	0.582698110896755	-6.6541996209745
GABPB1	-0.0660390612860215	-0.262524338579104	0.130446216007061	4.78218890830731	-0.664154298369862	0.507620399410558	0.583062039118247	-7.32310319290386
GUCY1B3	0.122820438230822	-0.242662106739293	0.488302983200938	3.96342204145343	0.664052036216416	0.50768566045475	0.58309721086482	-7.17735804206263
TCIRG1	-0.109547600113391	-0.435572183319127	0.216476983092345	5.7263789406251	-0.663973321764967	0.507735896998452	0.583115122751924	-7.42205833277059
FRAS1	0.278547414018404	-0.551434311670658	1.10852913970747	2.213115241656	0.6631758627939	0.508244993821469	0.583659979601364	-6.90348925397334
PRR14	-0.0760519482428901	-0.302918485700575	0.150814589214795	5.41946308084845	-0.662426978821879	0.508723326553004	0.5841694355595	-7.39805927971305
C17orf61	0.109849503804334	-0.217942854454746	0.437641862063414	4.48916707493611	0.662212516723433	0.508860353266561	0.584286925411734	-7.28785417116008
PRRT4	-0.263258986953265	-1.04980267210245	0.523284698195924	-1.72438994226954	-0.661391284371262	0.509385245553982	0.584849726376794	-6.41650892712976
CPNE4	-0.408720007527789	-1.63077216568929	0.813332150633715	-3.82002325806457	-0.660897738553603	0.509700834065631	0.585164482529028	-6.24030776484636
GRIN2C	0.25157672679691	-0.500674941840331	1.00382839543415	-0.701146745029503	0.660853832634982	0.509728913878877	0.585164482529028	-6.50391046882876
IL10RA	-0.174019198978213	-0.69461146370236	0.346573065745934	4.29309146867784	-0.660537631579516	0.509931162853011	0.585356741973863	-7.21338748932337
KREMEN1	-0.119003190028778	-0.475077682754614	0.237071302697058	4.49702730623295	-0.660413358825942	0.510010661979479	0.585408078629428	-7.28184339601909
MKRN1	0.0544042572066692	-0.108398400655668	0.217206915069007	7.36990771792219	0.660342888146369	0.510055746030104	0.585419908149785	-7.47305674015832
PMS2L3	-0.105233122437509	-0.420477692577483	0.210011447702465	0.964321968867032	-0.659633878003352	0.510509456790418	0.585900708130708	-6.69965064373128
ZNF677	-0.192086368322244	-0.76764275477245	0.383470018127962	0.21740230625573	-0.659487819730316	0.510602949073496	0.585949187019348	-6.59700090222969
PRUNE2	0.203559443457253	-0.406400734239574	0.813519621154079	2.49874652558543	0.659459126539814	0.51062131672232	0.585949187019348	-6.9115327489791
SLC25A36	-0.0658971771446559	-0.2634713765706	0.131677022281288	6.14452649767427	-0.659074775878939	0.510867388451061	0.586157666888676	-7.45011663688108
FAM171B	0.166373768622898	-0.332457509699473	0.665205046945269	3.42332856324088	0.659066575998485	0.510872638919014	0.586157666888676	-7.10345970470855
ATP6V0D2	0.268325512028128	-0.53672130395298	1.07337232800924	-0.445191896973575	0.658626105537135	0.511154718547389	0.586401597517408	-6.52144632517749
ADCY2	-0.315091870077468	-1.26045044367855	0.630266703523615	1.79699764951973	-0.658625802883468	0.511154912396657	0.586401597517408	-6.77542561190654
MAP1LC3B	-0.0673567117563367	-0.26960083661308	0.134887413100406	6.39704493197353	-0.658116945907269	0.511480889455116	0.586735573953794	-7.46060602713635
SELO	-0.1021868654499	-0.409068669237168	0.204694938337368	3.92294099469785	-0.657994176252815	0.511559552899862	0.586785823098016	-7.19443591324892
SLC6A20	0.228395471946152	-0.457712006120072	0.914502950012375	-0.914034147207091	0.657799360887678	0.511684392015126	0.586889027718085	-6.48698979744702
LRFN3	-0.0884280839482621	-0.354103704614926	0.177247536718402	3.58320168523153	-0.657713296108398	0.511739548071907	0.586912299018492	-7.1259931328099
TBC1D10C	-0.22156981954144	-0.888971253907411	0.44583161482453	1.60601498752913	-0.656026795819582	0.512821002218942	0.588112544648552	-6.76332472478398
TMEM154	-0.151085392134702	-0.606424730387779	0.304253946118375	2.66641330097004	-0.65567015314513	0.51304985033422	0.588303730417758	-6.91900618832933
HPCAL4	-0.232167597016246	-0.931884414448077	0.467549220415585	-2.7709158741952	-0.655658060513153	0.513057610796215	0.588303730417758	-6.32618693325523
GZMK	0.317672078998226	-0.639853310735834	1.27519746873229	1.72256090957301	0.65558175297	0.51310658268394	0.588319808345397	-6.76677049752971
FAM110A	0.111534444007502	-0.224740727577205	0.447809615592208	4.82260322231888	0.655408869361194	0.513217543285394	0.588406954510492	-7.33044623352894
DDB1	0.0629243871731848	-0.126931317796022	0.252780092142392	8.44270210857339	0.654927841926688	0.513526343957393	0.58872089817032	-7.46634833942021
TRIM9	0.229195538534321	-0.462984252792808	0.92137532986145	0.910641506915024	0.654312706738796	0.513921378834582	0.589133653631334	-6.68462941172664
DOCK11	0.1567588308852	-0.316770520639808	0.630288182410209	3.84204261617998	0.654158851962415	0.514020208097169	0.589206820762659	-7.13704181991639
PTGDS	-0.284481664301733	-1.14390496145241	0.574941632848939	3.14762381248733	-0.654101685471958	0.514056931777151	0.589208792905133	-7.02995582204815
ZNF569	-0.100822460727276	-0.405486946491472	0.20384202503692	3.15215109823726	-0.653933477391129	0.514164996427246	0.589292529778704	-7.05115227676895
MICB	0.168726030190522	-0.34128793771702	0.678739998098064	3.04961800257686	0.653729568196147	0.514296013124876	0.589402559159248	-6.99270188967967
HTR1B	-0.210063564432001	-0.846539704089101	0.4264125752251	-3.4941025524274	-0.652178854409528	0.51529295851456	0.590475813367743	-6.253441506698
PTPN3	0.100109592685534	-0.203221644514606	0.403440829885675	5.32599254396502	0.652163769738755	0.515302661342134	0.590475813367743	-7.39170110296455
TESK1	-0.0643699148538337	-0.25951836446358	0.130778534755912	5.47510640452906	-0.651802376867482	0.515535146681585	0.590702002865095	-7.40905941192535
DIP2A	-0.0607615493173874	-0.245019231703465	0.123496133068691	5.32555544801799	-0.651630412640885	0.515645791196288	0.590788565423844	-7.39088384205588
CCDC136	0.162624879751862	-0.330893218430485	0.656142977934209	0.0674889295303352	0.651151454921649	0.515954025806785	0.591069184452014	-6.582620755739
TPCN2	-0.122373876805368	-0.49374829486894	0.249000541258204	3.93507255682842	-0.651140704244107	0.515960945543747	0.591069184452014	-7.2057209747989
ANGPT2	0.128240293356053	-0.261091405127088	0.517571991839193	3.69861410345223	0.650882880493079	0.516126909886362	0.591219072753802	-7.14434994292955
TBL3	0.0819217039022764	-0.166890784161978	0.330734191966531	5.67306012510479	0.650616260347763	0.516298565985123	0.591375460072644	-7.42271391612828
GRIK2	0.215999414530405	-0.440646602081904	0.872645431142714	-1.77604622532001	0.650009000742292	0.51668964506982	0.59178313910732	-6.40695239360445
NAT8B	0.208691671720518	-0.425935044486627	0.843318387927663	-3.39352635776832	0.649807736368267	0.516819294821226	0.591891358669594	-6.2618274629947
SMPD2	0.0882533442154663	-0.180342751502927	0.35684943993386	3.82727492584413	0.649276353421581	0.517161680947752	0.592243184937309	-7.17645775942174
CPT1B	0.131988180048043	-0.269836636416255	0.533812996512341	3.57503212209722	0.649077262717262	0.517289991665012	0.592349825149465	-7.13691363388437
HS3ST3B1	-0.18683261818337	-0.756153496128386	0.382488259761645	-1.42836534676708	-0.648475689970642	0.517677796634226	0.592724327409745	-6.43474417797411
UBE2E1	-0.0591692876548615	-0.239475541981353	0.12113696667163	6.23537318170272	-0.648460698558316	0.517687462815783	0.592724327409745	-7.45988208162824
CAPN2	-0.116815550380654	-0.473029568308472	0.239398467547165	7.98207084065033	-0.648019036270664	0.51797228070001	0.592998610329033	-7.47762109499187
SPPL3	-0.0504387949315532	-0.204258258596669	0.103380668733563	6.21698385393678	-0.64796495787308	0.518007160243728	0.592998610329033	-7.45847567486781
TTLL10	-0.196259966468641	-0.794816063404066	0.402296130466784	-3.25261154715491	-0.647925349811649	0.518032707472728	0.592998610329033	-6.29387356101688
CHRNA10	-0.133143165365685	-0.539456458701514	0.273170127970144	-1.13278467588063	-0.647524129696311	0.518291531842965	0.59325454613849	-6.48159895244649
SSFA2	0.165674889400245	-0.340627863418645	0.671977642219135	6.88245611824539	0.646613118175309	0.518879469832126	0.593887136444154	-7.47218060943117
LRRC20	0.129224450919283	-0.265783721814316	0.524232623652881	3.6991559049503	0.646452656846933	0.518983062524759	0.593965317614854	-7.15574260229038
ZNF252	0.0905691561030366	-0.18632750949284	0.367465821698913	5.44252155186008	0.646339511439015	0.51905611488119	0.593979426977048	-7.40831141225248
UBN1	0.069782900553224	-0.143569076456174	0.283134877562622	6.60635982643879	0.646324257609181	0.519065963929922	0.593979426977048	-7.46940511910571
MRPL20	0.0721737082816754	-0.148553878946177	0.292901295509528	6.018510592119	0.646130905173296	0.519190815620141	0.594081911449516	-7.44840962088094
SFRS16	-0.0884857659788434	-0.35917307411088	0.182201542153193	4.26481736586627	-0.645957034317601	0.519303101021349	0.594162641571881	-7.26075862113898
FAM158A	0.105689081950741	-0.217647357290924	0.429025521192406	3.14693233085298	0.645912344376193	0.519331963728811	0.594162641571881	-7.04262650626673
CEACAM21	0.21142723868698	-0.435495692055256	0.858350169429215	-0.642197422073025	0.645812583543221	0.519396396630234	0.594195972847406	-6.5020161787535
MYH3	-0.179152012508701	-0.727413167047915	0.369109142030513	-0.389178097299259	-0.645702288107907	0.519467638405509	0.594237088500165	-6.56159830338139
CCRL2	0.122099327894093	-0.251814033235877	0.496012689024064	1.54635415888219	0.645268403313082	0.519747941706835	0.594517335060557	-6.75807544679353
LOC399959	0.157163045713907	-0.324455674413793	0.638781765841607	3.09578610879139	0.644829930878026	0.520031288818296	0.594801024983242	-7.05614456791118
TRPC4	0.147335840777802	-0.304531496336993	0.599203177892597	-1.67135989274732	0.644311030435077	0.520366713571906	0.595144237637988	-6.42781547710462
SLC25A3	-0.0498756195920009	-0.202863352405763	0.103112113221761	8.25037080784968	-0.644213476383354	0.52042978649857	0.595175935602312	-7.47617905124724
SPHAR	-0.0973450168216963	-0.396054998209043	0.20136496456565	2.62596788346502	-0.643964757469399	0.520590612072822	0.595319413928112	-6.96021494762571
