logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
TMEM161A	-0.61035928743449	-0.868178046920612	-0.352540527948369	4.60536148255814	-4.67809625400768	6.45473780417338e-06	2.44163149343035e-05	2.71769326175685
KCTD21	0.82281687175431	0.475181312658016	1.1704524308506	4.56393070701599	4.67710484446583	6.48197807094539e-06	2.45138478697425e-05	2.750012303033
TMEM59	0.464264158164278	0.268068118016707	0.66046019831185	8.36285245726725	4.67598414155357	6.51290461166536e-06	2.46252747817078e-05	2.56237206275199
HIST1H2AC	1.07993495677967	0.623495965039548	1.53637394851978	6.41098590567619	4.67533755878625	6.53081230480092e-06	2.46874384744473e-05	2.60001927588784
LRWD1	-0.534703137241307	-0.760756714000357	-0.308649560482257	4.04724626964572	-4.67411571261978	6.56478243222881e-06	2.48102790035266e-05	2.78242998928801
CENPC1	0.479975599592401	0.277050008246314	0.682901190938489	4.16332931892779	4.67391112602825	6.57048707173078e-06	2.48262646191794e-05	2.793185319034
OCLN	0.964979904165746	0.556975837091589	1.3729839712399	4.55316313841957	4.67360374271004	6.57906707453411e-06	2.4853105041659e-05	2.72931066938612
MAN1A1	1.27889540085391	0.738157808263825	1.81963299344399	5.55943399608236	4.67354655103443	6.58066466218558e-06	2.48535625439915e-05	2.65369444565891
ZNF654	0.501838538812716	0.289621859893801	0.714055217731631	4.32913470648779	4.67285824688629	6.5999211226251e-06	2.49206981285663e-05	2.7558024898132
SH3D19	0.730693404706388	0.421690105820855	1.03969670359192	5.8449195451593	4.67272456242862	6.60366747837011e-06	2.49292519989693e-05	2.59429038229537
MDH2	-0.437847155705216	-0.623030999905835	-0.252663311504598	7.60555240437313	-4.67215829015529	6.61955941789677e-06	2.4983642081044e-05	2.53822420776654
GBGT1	-0.850956706887594	-1.21089092557248	-0.491022488202703	2.31562214587536	-4.67178060510181	6.63017935733279e-06	2.50181145756518e-05	3.06719564776672
BZW1	0.504118262638043	0.290817034063047	0.717419491213039	8.20218961791947	4.670218334006	6.67428324124009e-06	2.51788905871346e-05	2.53729947844
BTNL9	1.62381802429996	0.93648636123701	2.31114968736292	1.62536843425612	4.66841136183778	6.72564877538659e-06	2.53669831584321e-05	3.14883265789889
TBC1D2	0.599223985349361	0.345502075283863	0.85294589541486	4.55141126075157	4.66690893899046	6.76864772318893e-06	2.55234424561916e-05	2.71257077577495
LRRC40	-0.500575718942588	-0.712574534228691	-0.288576903656484	4.06695802016972	-4.66588957411398	6.79797278988931e-06	2.56282812927675e-05	2.75334837478738
GPR37	-1.47776331184046	-2.10375228436645	-0.851774339314468	1.52041539985485	-4.66483522622362	6.8284333779595e-06	2.57373531238675e-05	3.11502985156874
TOR2A	0.634276061700004	0.365586485960661	0.902965637439346	4.02520042720748	4.66472035997144	6.83175987083817e-06	2.57441266858784e-05	2.7731842377462
CATSPER3	1.07473456966538	0.619441140080564	1.53002799925019	-1.00238499252395	4.66453059529244	6.83725883023879e-06	2.57590818910943e-05	3.36616082696966
CHST1	1.40215104550494	0.808137726095009	1.99616436491488	3.09498251094931	4.66441010415499	6.84075261549214e-06	2.57664776855178e-05	2.93117731909506
AUH	0.560880451696304	0.323259440475958	0.79850146291665	3.50897068565802	4.6642688419441	6.84485087949532e-06	2.57761464998981e-05	2.85514855670678
ADH1C	2.54226959275851	1.46506985029526	3.61946933522175	-1.7652597560554	4.6636233986691	6.86360651859413e-06	2.58409949737184e-05	3.40658043257453
SLC10A4	-1.4764934105115	-2.10212987757116	-0.850856943451838	-3.17416814867304	-4.66345261875674	6.86857743440444e-06	2.58539275387589e-05	3.46219199845555
RG9MTD2	0.602821174307022	0.347318756049163	0.858323592564881	3.17519929949524	4.6622074516126	6.90492597227697e-06	2.59849360365165e-05	2.90483864898227
C6orf176	-2.3791516894162	-3.38773498365391	-1.3705683951785	-2.89800486951311	-4.66131521661916	6.93108604143069e-06	2.60775528241848e-05	3.42512208143589
XRCC6	-0.41267887889542	-0.587659574892886	-0.237698182897954	8.37440294646447	-4.66036801433241	6.95896251006454e-06	2.61765845657914e-05	2.49907343830306
ZNF678	0.957844741466486	0.551636635271611	1.36405284766136	2.20822504581585	4.65955716274733	6.98291215584912e-06	2.62608043609044e-05	3.04597359342511
OBFC1	0.499390567461793	0.287576220629527	0.711204914294059	4.8614234553093	4.65889661000646	7.00248135063694e-06	2.63285165457386e-05	2.62506539053392
TMEM40	-2.66194033567455	-3.79106790360719	-1.5328127677419	-0.780562916728204	-4.65857848443929	7.01192486632733e-06	2.63581356129719e-05	3.30769587705846
ARHGAP20	1.23057156403341	0.708444701634099	1.75269842643273	0.896342413704029	4.65724353294987	7.05168703623717e-06	2.65016851710159e-05	3.19567832585949
ARRB1	0.828780314690242	0.477087240061022	1.18047338931946	4.73884471695066	4.65665133046137	7.06939573628721e-06	2.65623076850274e-05	2.6461297919138
ADRM1	-0.639619932277673	-0.911088572766688	-0.368151291788657	6.36712333201582	-4.65586556165672	7.09295900204984e-06	2.66448959789121e-05	2.48387384202997
POP4	-0.462586697717447	-0.658920985169759	-0.266252410265135	5.07606004153982	-4.65580840274388	7.094676013756e-06	2.66453996741532e-05	2.57112328080343
CHRM1	-2.23350762630225	-3.18161768418947	-1.28539756841503	0.00494541229713393	-4.65507622136589	7.11670574804274e-06	2.6722174404819e-05	3.23845419105855
DHRS4L1	1.04641384681619	0.60216442368186	1.49066326995052	-0.788575962452209	4.65451801787026	7.13354524643427e-06	2.67794306719956e-05	3.30811098540161
RTF1	0.415181316431942	0.238908790765432	0.591453842098453	6.6873357550729	4.65426690521699	7.14113318621204e-06	2.68019386674487e-05	2.47507098266885
CNNM4	0.642605761910499	0.369771055437669	0.915440468383329	5.71842890571394	4.65417930821701	7.14378196255319e-06	2.68059032045604e-05	2.52263442368343
EDEM3	0.669913494795551	0.3854750090845	0.954351980506601	6.70435855911208	4.65402250399885	7.14852581136399e-06	2.68177256480254e-05	2.48146066487245
BRP44L	-0.593541372779325	-0.845604187020207	-0.341478558538443	4.40093915614796	-4.6530779336979	7.17716664432846e-06	2.6919172487518e-05	2.65292551151819
NOM1	-0.424538689794661	-0.604943328890839	-0.244134050698483	4.53372658210587	-4.6501577346175	7.26641438355169e-06	2.72478399016096e-05	2.61580805708893
FAM113A	0.62965764092585	0.362081751453264	0.897233530398436	4.52664935281641	4.65002845637115	7.27039009040851e-06	2.7256676256536e-05	2.63220974559177
SOCS1	-1.22960985378857	-1.7521465051708	-0.707073202406341	1.22799193657952	-4.64995433055155	7.27267063683873e-06	2.72591549387456e-05	3.11591953393051
PTPRG	0.948778544310031	0.545525479043497	1.35203160957656	4.74162104151971	4.64927556888926	7.29358549729227e-06	2.73275983102659e-05	2.61828740738898
ABCA8	2.3341532289127	1.34207943282002	3.32622702500538	1.3343407019925	4.64925636566618	7.2941780554877e-06	2.73275983102659e-05	3.08651739480904
STK24	-0.525738707660379	-0.749246574114183	-0.302230841206575	7.12871125753482	-4.64809772937739	7.33001652809031e-06	2.74557561676333e-05	2.44020908466856
DCAF8	0.429363113454568	0.246804599085955	0.61192162782318	7.07113766467963	4.64751445385924	7.34812247471269e-06	2.75119162252275e-05	2.4406922482703
BSN	1.2747915610042	0.732769440508563	1.81681368149984	1.10978786456657	4.64750942718601	7.34827869949639e-06	2.75119162252275e-05	3.11529416359086
SHISA2	2.2560140775546	1.2967734935995	3.21525466150971	3.81239963593577	4.64742479813936	7.35090938093708e-06	2.7515645454595e-05	2.73889898824962
ARMC10	-0.418212578151419	-0.596077762866198	-0.24034739343664	5.54759255904229	-4.64626796442972	7.38696071660916e-06	2.76444441402139e-05	2.48933679119247
AHSA1	-0.490872346165865	-0.69967972732604	-0.282064965005691	6.66650282803609	-4.64537555524132	7.4148882010434e-06	2.77427901951908e-05	2.43373156809742
SUGT1L1	0.764027693191977	0.438968799784463	1.08908658659949	0.838518763784936	4.6445662107011	7.44030438122148e-06	2.78316985886891e-05	3.13199386660234
LONP2	0.718013284134136	0.412509497356495	1.02351707091178	6.64743162894772	4.64423291387683	7.45079548111381e-06	2.78647501296576e-05	2.44158324657511
ADAM15	-0.776414246500258	-1.10677498555346	-0.446053507447052	7.7356235864876	-4.6441172642933	7.45443909157966e-06	2.78721841911507e-05	2.42508743767953
GIT2	0.360123589622458	0.206859509152116	0.513387670092801	5.85904780539111	4.6431134672056	7.48613670464763e-06	2.79834376702268e-05	2.46939468642853
ALX3	-1.22791011382424	-1.75049816442841	-0.705322063220065	-0.25242144365249	-4.64306979389237	7.48751875878938e-06	2.79834376702268e-05	3.21786832869768
FLJ11235	1.00979717761947	0.579923227084978	1.43967112815396	-0.342969926534987	4.64185034376296	7.52620825206722e-06	2.81217899016753e-05	3.23743446259845
GNRH1	-1.03847189673228	-1.48056281939755	-0.596380974067006	0.198241664052498	-4.64174481354878	7.52956547166415e-06	2.81280904537334e-05	3.17450716057372
SFRS5	0.565213410612245	0.324558980619752	0.805867840604737	7.25374552888794	4.64105491803339	7.55154869286398e-06	2.82039536603016e-05	2.41464915493808
DVL3	-0.37406736233503	-0.533340320309189	-0.21479440436087	6.95932192703989	-4.64093923433724	7.55524096689929e-06	2.82114842936592e-05	2.41169455579214
COMP	2.2180656467531	1.27361975642071	3.16251153708548	5.71860860792605	4.64082748854085	7.55880921055411e-06	2.82185485564997e-05	2.5272305478861
LCLAT1	-0.506547392602528	-0.722236528860941	-0.290858256344114	4.66985951657555	-4.64076870068231	7.560687065583e-06	2.82193005265983e-05	2.55632559071974
SOX12	0.754462885091668	0.433188786402889	1.07573698378045	5.66144546147485	4.64045191306614	7.57081394058964e-06	2.82508337534794e-05	2.47251580479339
MS4A14	1.72851764177578	0.992340323775093	2.46469495977647	1.814100200885	4.63969566445193	7.59504223066895e-06	2.83349614071034e-05	3.02620211884667
POLD1	-0.653310757394807	-0.931635122406931	-0.374986392382683	4.44117890401015	-4.63838392489425	7.63724473921106e-06	2.84860936616751e-05	2.57795407159651
ZMYND19	-0.546312945380721	-0.779062282414752	-0.31356360834669	4.24552325657268	-4.6382179202843	7.64260171074333e-06	2.84997595473953e-05	2.60216583365203
ZNF567	-0.554025879303754	-0.790088193473622	-0.317963565133885	3.06744599042011	-4.63768771923922	7.6597356217926e-06	2.85573266271617e-05	2.80240814288022
SVEP1	1.43271068331063	0.822016026385949	2.04340534023532	4.07537454184316	4.63588324284173	7.7183272660963e-06	2.87693983326393e-05	2.68093123398214
ZFPM2	1.14106730708531	0.654623651774352	1.62751096239626	2.32520248839448	4.63528913978672	7.73771242243078e-06	2.8835269693774e-05	2.93026657107988
KLF14	-1.52147195240857	-2.17015432104011	-0.872789583777034	-3.81497225918636	-4.63478899823742	7.75406812547777e-06	2.88898248685629e-05	3.37503014153718
KIAA0090	-0.529503759793188	-0.755285979820385	-0.303721539765992	6.09412220484939	-4.63422824350783	7.77244570998605e-06	2.89518872839556e-05	2.40894419501439
SPR	0.742721713642999	0.425990610186399	1.0594528170996	5.69776379664012	4.63375979922468	7.78783024747302e-06	2.90027757866623e-05	2.4390849257129
CABP4	2.11658834823838	1.21377251116507	3.0194041853117	-0.660339385278537	4.63271242946906	7.82233416775688e-06	2.91248288090802e-05	3.2270596654695
RAB31	1.13563845554372	0.651194577217088	1.62008233387036	7.29471600743202	4.63227921006982	7.8366490034797e-06	2.91716746297156e-05	2.38624896304309
MIPEP	0.724006339031079	0.415141499097599	1.03287117896456	4.82980075248878	4.63203685872162	7.84466803100062e-06	2.9195068973211e-05	2.52516635132812
RG9MTD3	0.524238956682148	0.300590760500356	0.747887152863941	3.17031442489761	4.63193014784392	7.84820143928466e-06	2.92017627823781e-05	2.76758123943409
GALNT14	-1.91687845631923	-2.7347496013313	-1.09900731130717	1.97013190846315	-4.63135211030909	7.86736813128059e-06	2.92666094483638e-05	2.91315921094905
PVALB	3.72158750163402	2.13358420828803	5.30959079498002	-0.880694203504147	4.63100176213713	7.87900704227767e-06	2.93034303010738e-05	3.22020048418212
TEX264	0.620088865820436	0.355478346285064	0.884699385355807	5.86025297461646	4.63068179037135	7.88965134455611e-06	2.93365365767424e-05	2.42052147052438
CHRNB4	-1.83227441474237	-2.61439900351452	-1.05014982597022	-4.01133258204245	-4.62927188238882	7.9367195013866e-06	2.9505035195857e-05	3.36621341408556
IL4I1	-1.29613261316371	-1.84943650977434	-0.742828716553089	2.776205806752	-4.62896418070474	7.94702775324189e-06	2.95368333341401e-05	2.82459626606904
WIPF3	-1.34590775832427	-1.92052750566939	-0.771288010979163	-0.699835595859347	-4.62842105124266	7.96525458025341e-06	2.95980420197364e-05	3.1930665493604
ACOT6	1.41066833212826	0.808205781304067	2.01313088295245	-2.89461844962305	4.626930448202	8.01548522607787e-06	2.97781202406905e-05	3.32141484006703
HEATR6	0.634353679580152	0.363363612183198	0.905343746977106	4.83510014735217	4.62568655515796	8.05763617335301e-06	2.99281089377871e-05	2.49937550180794
HGF	1.34094879792916	0.768057934778097	1.91383966108023	0.892552421333915	4.62528405972749	8.07132103055752e-06	2.99723244887215e-05	3.06584888085956
FLJ23867	-1.07677224160823	-1.53689406653929	-0.616650416677164	5.61099372873973	-4.62433329645861	8.10373618285603e-06	3.00860589250145e-05	2.3965956286865
FAM111B	-1.17918444372843	-1.6831306228806	-0.67523826457625	4.28767344743647	-4.62376437852786	8.12319283937245e-06	3.01516438952936e-05	2.54940761760799
CHMP4A	0.576518871639702	0.330073628287903	0.822964114991501	5.72690561694936	4.62265197716834	8.16136670254951e-06	3.02866591058236e-05	2.39469003103787
CENPT	-0.563703567580086	-0.80467992569361	-0.322727209466562	4.14280802447367	-4.62247378960877	8.16749757054206e-06	3.03027301311295e-05	2.56018213860317
UMPS	-0.364455893839824	-0.520260819513525	-0.208650968166123	5.30456066863765	-4.62234018774352	8.17209730302223e-06	3.03131145662788e-05	2.41361371294342
ZDHHC1	0.676219652173666	0.387085165506887	0.965354138840446	2.96237249425966	4.62153241002636	8.19996132384397e-06	3.04097706464564e-05	2.78098487768947
DOK6	1.16033125603552	0.664187614549874	1.65647489752116	0.807214480475406	4.62139054713027	8.2048642965232e-06	3.042125125625e-05	3.05069955391133
ZNF486	1.61085280977943	0.921890248514128	2.29981537104473	1.96006872937095	4.62017415940484	8.24702063396186e-06	3.05708210375424e-05	2.92772389101237
EXOSC4	-0.802087728746632	-1.1451548129839	-0.45902064450936	4.41446109312681	-4.61998888922069	8.25345986394934e-06	3.05879546212812e-05	2.50546485413262
KLHL7	-0.587251556165413	-0.838441079649899	-0.336062032680927	4.86724155596218	-4.61977436578088	8.26092188105432e-06	3.0608870355225e-05	2.44961642235713
SIGMAR1	-0.640321798807615	-0.914224065283234	-0.366419532331996	6.02588289050744	-4.61956169453656	8.26832590011002e-06	3.06295620326919e-05	2.34984930898416
ARMCX5	0.526203204316622	0.301066693246176	0.751339715387067	4.09085256104563	4.61855018814315	8.30362866357041e-06	3.07535712417779e-05	2.57291630314776
GPR55	-1.70277935111822	-2.43142387405687	-0.974134828179572	-1.30175012726452	-4.61786019684767	8.32779361285183e-06	3.08362846205752e-05	3.19276852392594
TMEM213	-2.5681290477066	-3.66713232620409	-1.4691257692091	-2.69004920159624	-4.61759634438237	8.33705221527653e-06	3.08637783021222e-05	3.25772756913403
DISC1	-0.789718918780219	-1.12768614462365	-0.451751692936784	2.55807637573717	-4.61738476685465	8.34448366473389e-06	3.0884497257798e-05	2.82481362123862
EAF1	0.579982732810693	0.331753689118157	0.82821177650323	5.79944704875144	4.61700750289793	8.35775055543872e-06	3.09268004176083e-05	2.36868033412639
AGFG2	0.655741308237634	0.375027607921306	0.936455008553961	4.07484798001262	4.61601322313296	8.39281309395536e-06	3.10497192990221e-05	2.57061255073579
ATP6V0A1	0.478015413240799	0.273374243156053	0.682656583325545	6.09628941073659	4.61580018772171	8.40034408065887e-06	3.10707519028193e-05	2.34279204000136
DNPEP	0.470464800692668	0.269051778398565	0.671877822986772	6.33951167634095	4.6157013412304	8.4038406052366e-06	3.10734515266599e-05	2.32912678496526
SFTPA2	2.44007560036833	1.39543679813817	3.48471440259849	-1.46598145254113	4.61567518917738	8.40476592413014e-06	3.10734515266599e-05	3.19055565500307
IFT27	0.765773281617112	0.437925108332126	1.0936214549021	4.37431586572825	4.61557222995165	8.40840981077545e-06	3.10800971332418e-05	2.53021297996198
PCTP	-0.647004174170347	-0.924017075289824	-0.36999127305087	4.43831347067958	-4.61535591459301	8.41607051551158e-06	3.10988769672268e-05	2.49590164782921
S100A1	-2.27171906856441	-3.24435542154644	-1.29908271558238	4.29179055473077	-4.61532444671626	8.41718549650599e-06	3.10988769672268e-05	2.51412306318216
COQ2	-0.54731844928165	-0.781750808819951	-0.312886089743349	3.45080036512012	-4.61339498910328	8.48582382519302e-06	3.133242332669e-05	2.64816137383723
C18orf21	-0.613434060459853	-0.876187391227087	-0.35068072969262	3.7579284058064	-4.61336447076144	8.48691381033151e-06	3.133242332669e-05	2.58981401962055
KCTD2	0.459306018525886	0.262569782887574	0.656042254164198	5.70765888607919	4.61334452955342	8.48762609832389e-06	3.133242332669e-05	2.35671347910214
PIGY	-0.412511860036023	-0.58920481359219	-0.235818906479856	6.28381391662799	-4.61333847553992	8.48784235547473e-06	3.133242332669e-05	2.31619690110829
MMP17	1.39333723346716	0.79650462275654	1.99016984417778	2.07081484195791	4.61319495467735	8.49297066334043e-06	3.13444804157004e-05	2.88058673994564
ZNF468	0.644561829691465	0.368439491924632	0.920684167458299	4.71903764127395	4.61276311464351	8.50841927910158e-06	3.13946123904246e-05	2.46529738694086
DNAJB14	0.682751162269059	0.390151657423083	0.975350667115035	4.11582714483918	4.61091346550302	8.57489597003685e-06	3.16329660012339e-05	2.54692691950961
C2orf48	-1.6198451984872	-2.31407976425294	-0.925610632721458	-2.14329095275869	-4.61068433828533	8.58316565685162e-06	3.16509626711118e-05	3.19471331378651
TIPARP	0.736754805504383	0.420993583657362	1.0525160273514	5.30313511069506	4.61065146663778	8.58435269554966e-06	3.16509626711118e-05	2.39070918024771
ARPC1B	-0.737472181177653	-1.05354287559232	-0.421401486762984	7.01099309927172	-4.61062204487335	8.5854152887956e-06	3.16509626711118e-05	2.28830894648918
LOC100134229	-0.978714719835316	-1.39820870212431	-0.559220737546317	2.65736899064409	-4.61029266305372	8.59731987728997e-06	3.16879101148285e-05	2.77410281404633
IWS1	-0.364763972808638	-0.521170132563569	-0.208357813053708	5.92081037003547	-4.60846395192852	8.6637039086039e-06	3.19255971745905e-05	2.31311848010195
CCDC114	1.38406579342029	0.790550997296517	1.97758058954406	0.0771128827128996	4.60811486020824	8.67643240214454e-06	3.19655037481504e-05	3.06272888542645
IL12A	-1.78344878484588	-2.54825723950994	-1.01864033018181	-2.31039709165752	-4.60793211638723	8.68310275683592e-06	3.19830784914265e-05	3.20575444048893
MAD2L2	-0.673354080258934	-0.962131220490336	-0.384576940027533	4.72202712725337	-4.6076427108353	8.69367651235487e-06	3.20150200683591e-05	2.41089170713647
VWA5A	1.06413052843538	0.607650491291776	1.52061056557899	4.80571627616814	4.6065015698826	8.73549062373806e-06	3.21619671192876e-05	2.44742492907858
SUN2	-0.673670606094625	-0.96275879429747	-0.384582417891779	7.04117714756648	-4.60484866108569	8.79640152399635e-06	3.23791442933371e-05	2.26572523924552
F13A1	1.51644583858775	0.865638790237563	2.16725288693794	5.11458725147235	4.60439704321351	8.81311514999996e-06	3.24335739658831e-05	2.4186233583103
FAT2	-2.23207475102126	-3.1902387836961	-1.27391071834643	1.91951995726764	-4.60327564061838	8.85474904966146e-06	3.25796701099347e-05	2.7913444738762
ZCCHC11	-0.950644719736029	-1.35873566126164	-0.542553778210418	4.37675936964825	-4.60319524586671	8.85774111737962e-06	3.2583556868193e-05	2.43829339736972
PCDH7	1.21621772874762	0.694101360338005	1.73833409715724	4.10163523617293	4.6030122605865	8.86455495618002e-06	3.26014973951012e-05	2.54478161355039
SERF1A	0.566654601279975	0.32338624060341	0.80992296195654	4.68362975483998	4.60289323591343	8.86898980357038e-06	3.26106826918961e-05	2.41018655576933
RBP1	-1.65527804405581	-2.36605358101923	-0.944502507092383	4.30862977598956	-4.60189380902779	8.90631292742688e-06	3.2740765561777e-05	2.43745637168727
CYP2A6	4.15684085254642	2.37183406451933	5.9418476405735	-1.25183149905152	4.60173532540451	8.91224533145475e-06	3.27554204507375e-05	3.11268900492788
GEMIN4	-0.490822771655252	-0.701635851479998	-0.280009691830507	4.95826168444417	-4.60071425951925	8.95055769918009e-06	3.28890499345773e-05	2.35889380401634
SLC25A20	0.606808122483265	0.346152850028614	0.867463394937916	4.10682593528788	4.60026639493729	8.96741255237381e-06	3.29437921200586e-05	2.50135400563601
RASAL2	-0.579043500887978	-0.827790517647236	-0.330296484128719	5.44535443018017	-4.59993209992166	8.98001331102888e-06	3.29764688452195e-05	2.31384402629998
TXNIP	0.867837554375523	0.495029179608759	1.24064592914229	8.79599440724941	4.59992647865904	8.98022534227328e-06	3.29764688452195e-05	2.25936312214817
ZC3H7A	0.386117859090637	0.220203344828967	0.552032373352308	5.7600763682077	4.59868455193297	9.02718885124616e-06	3.31416946418815e-05	2.29420804847386
LANCL2	-0.700827656249271	-1.00202992823178	-0.399625384266759	4.91954560790955	-4.59781082860373	9.06037067819859e-06	3.32562624566326e-05	2.36258253542538
CDCA7L	-1.08016753621373	-1.54442826649847	-0.61590680592899	4.31561300090143	-4.59755867968922	9.06996852985618e-06	3.32842337612969e-05	2.44184325404941
PLEKHF1	-1.11221650088958	-1.59034772350326	-0.634085278275888	2.81150994701016	-4.59663838978402	9.1050819765679e-06	3.34057509282053e-05	2.68564786221483
CDON	1.0713032990048	0.610755109455084	1.53185148855452	4.80800311264274	4.59658688266048	9.10705109068701e-06	3.34057509282053e-05	2.40009179084571
CHST8	2.73790441554293	1.56047974067985	3.91532909040601	1.33118587658506	4.59497613078088	9.16883783904253e-06	3.36250647809592e-05	2.85360042935054
DKK2	1.34338211507286	0.765516296910266	1.92124793323545	1.68937558697482	4.59378501411284	9.2147877996144e-06	3.37862171707491e-05	2.87240008408097
POLD3	-0.515077174747491	-0.736712517373012	-0.29344183212197	4.7634286305562	-4.59231214482963	9.27191434205365e-06	3.39882696253896e-05	2.35712808104957
MMP8	-2.20984943351164	-3.16076848047503	-1.25893038654826	-3.31044731235833	-4.59216250667332	9.27773727831993e-06	3.40022102342607e-05	3.17849030954194
ZNF704	1.23826470536482	0.705362544015604	1.77116686671403	3.53441633404614	4.59160080222197	9.29962663582954e-06	3.40685443511603e-05	2.56947736244279
ZNF233	0.922014283458158	0.525213736295352	1.31881483062096	1.37986473391817	4.59159418437407	9.29988482704102e-06	3.40685443511603e-05	2.87661265824097
SLIT2	1.42835565417441	0.81360473959622	2.04310656875259	3.03131865655457	4.59129592276074	9.31152850200236e-06	3.41037770396444e-05	2.65512364755523
TMEM111	0.459835819663907	0.261922912129211	0.657748727198602	6.10182510100146	4.59120611051134	9.31503738912065e-06	3.41092069547679e-05	2.24108151992545
FANCF	0.531246968957074	0.302595699305251	0.759898238608897	4.92735537245571	4.5911444639491	9.31744660558146e-06	3.4110608680242e-05	2.33825863813481
CCDC152	0.981498714314829	0.559031930677271	1.40396549795239	1.37270331381794	4.59087298326338	9.32806353032706e-06	3.41420511863438e-05	2.86880360040425
CCDC129	-2.4010648729218	-3.43464520804345	-1.36748453780015	-3.719832138308	-4.59047648233919	9.34359065959916e-06	3.41914481680506e-05	3.20055942470705
ZNRF1	-0.605153854539197	-0.865669558621106	-0.344638150457288	4.60156863646919	-4.59018306484177	9.35509705624882e-06	3.42190205828552e-05	2.35841304424953
TMEM27	-1.22021655491574	-1.74551394603491	-0.694919163796567	-0.123388577747098	-4.59018066670827	9.35519115560505e-06	3.42190205828552e-05	2.99288572132826
TMTC3	0.61343272324632	0.34932523458494	0.8775402119077	5.4747814035545	4.5897003696402	9.37405575216907e-06	3.4280573642464e-05	2.28176327325987
DOCK3	-1.66376117682574	-2.38008939414565	-0.94743295950583	0.295033372099172	-4.58962325533178	9.37708798368979e-06	3.42842141679953e-05	2.93069190909721
LSM4	-0.62216398761136	-0.89010967142653	-0.35421830379619	6.48302044799908	-4.58834657447361	9.42742643563498e-06	3.44607750686305e-05	2.20695710469558
RSPH4A	1.5357009114564	0.874296606278274	2.19710521663453	-0.607836910249164	4.58815134401051	9.4351471581377e-06	3.44815093601676e-05	3.02948205658521
LRRC37A	0.681074777892531	0.387678672004953	0.97447088378011	4.181969582208	4.58710374527152	9.47668056190131e-06	3.4625779009873e-05	2.43184076301353
MED26	-0.453819582901535	-0.649344181554882	-0.258294984248188	3.86744160608373	-4.58648460084396	9.50131022537978e-06	3.47082367673216e-05	2.46358856606202
SIAE	0.800966706434607	0.455793922528686	1.14613949034053	5.28178118481874	4.58538736009197	9.54511043874418e-06	3.4860673468297e-05	2.28708293027157
EDEM1	0.611823168922877	0.348146893657588	0.875499444188165	6.50816980033575	4.58514394581058	9.55485354454219e-06	3.48886875738132e-05	2.20693966153834
LSM10	-0.490647964969826	-0.70211789385252	-0.279178036087131	4.51040613730064	-4.58479047432741	9.56901897968822e-06	3.49328337638455e-05	2.36058310729126
TCF7L2	-0.815128178287818	-1.16647605354728	-0.46378030302836	4.75000435812917	-4.58444414188434	9.58291796877571e-06	3.49759883279275e-05	2.31457303783648
PGAM5	-0.524773883125278	-0.75102708542937	-0.298520680821185	4.61520351706742	-4.58327154570136	9.6301212867248e-06	3.51406528548534e-05	2.3338323432293
GLRX2	-0.612223920935589	-0.876234552387248	-0.348213289483931	3.0746753844106	-4.58233661606555	9.66791791146256e-06	3.52709280892174e-05	2.58096081237547
FOXD2	1.22816378044297	0.698503930094844	1.7578236307911	0.957133757462104	4.58202381952343	9.68059533605523e-06	3.53095257403722e-05	2.89042138750521
MED17	-0.4165813526875	-0.596283701397554	-0.236879003977446	4.93932917234045	-4.58083008493944	9.7291241288546e-06	3.54788445539449e-05	2.28490319161725
ZNF322A	0.480396335137122	0.273157422484593	0.687635247789652	5.49506108247499	4.58064347963395	9.73673136064885e-06	3.54988951686814e-05	2.2379363073722
PREX2	1.7736474944269	1.00829484849985	2.53900014035394	0.698829368018508	4.57934993989022	9.78962234886213e-06	3.56840002161967e-05	2.89084804797637
VAMP3	0.348164558182814	0.197855483213119	0.49847363315251	6.62799052995494	4.57717448049659	9.87919946249403e-06	3.60027201888205e-05	2.16486622281589
ACSL4	-0.874116421948237	-1.25151606913548	-0.496716774760997	5.08770339088985	-4.57684178793185	9.89296799647195e-06	3.60450931351975e-05	2.26074136611721
BCAS4	0.653567174767947	0.371376675146299	0.935757674389594	5.52960355447877	4.57663158778108	9.9016767040228e-06	3.60690162213408e-05	2.23081892869727
TKT	-0.681232362218004	-0.975388731723707	-0.3870759927123	7.63284107673981	-4.57630672102483	9.91515066191611e-06	3.61102836633565e-05	2.15047223004842
DLG2	1.1622722092478	0.660372170484468	1.66417224801113	0.299981058017249	4.57602865031522	9.92669778662925e-06	3.61445173788298e-05	2.9186030742825
VLDLR	-1.0236125265332	-1.46570755178911	-0.581517501277286	3.68492349988281	-4.57528418352895	9.95767630613738e-06	3.62494734561441e-05	2.45308744843089
LOH12CR1	-0.48324845729168	-0.691965259120009	-0.27453165546335	2.60189880276483	-4.57521150160095	9.96070571615366e-06	3.62526614745978e-05	2.63780247787353
SEC62	0.412912183155337	0.234570579162988	0.591253787147685	7.63913334669205	4.57512684399939	9.96423539767867e-06	3.62576684931096e-05	2.14560447339019
GDI2	-0.401110507625541	-0.574357650576274	-0.227863364674808	8.45365350776138	-4.57505235394069	9.96734215552703e-06	3.6261134753401e-05	2.1542518232835
CHMP1A	-0.540297892511576	-0.773695690325418	-0.306900094697733	6.56173387432576	-4.57440518199615	9.99437312068229e-06	3.63516168410642e-05	2.14852656281336
